S No., Constraints, Programs, Extracted Programs, Exec. Time
3004,( and ( >= ( f x y ) ( - ( f x y ) ( - x ( f x y ) ) ) ) ( = ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1180082
3005,( and ( < y ( f x y ) ) ( > y ( f x y ) ) ),unknown,unknown,1224224
3006,( or ( = y ( f x y ) ) ( >= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1157120
3007,( and ( > y ( f x y ) ) ( < ( + ( f x y ) y ) ( f x y ) ) ),unknown,unknown,1168413
3008,( and ( < ( f x y ) ( + y ( f x y ) ) ) ( < ( - ( f x y ) y ) ( f x y ) ) ),unknown,unknown,1161354
3009,( and ( = x ( f x y ) ) ( > ( + ( f x y ) ( + ( f x y ) y ) ) ( f x y ) ) ),unknown,unknown,1166291
3010,( and ( < ( f x y ) ( - ( f x y ) ( f x y ) ) ) ( < y ( f x y ) ) ),unknown,unknown,1245312
3011,( or ( = x ( f x y ) ) ( >= ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1185359
3012,( and ( >= ( f x y ) ( - ( f x y ) ( + x ( f x y ) ) ) ) ( < ( f x y ) y ) ),unknown,unknown,1186546
3013,( or ( = ( f x y ) ( - ( f x y ) x ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1151580
3014,( or ( < ( f x y ) x ) ( >= ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1198242
3015,( and ( = ( f x y ) y ) ( = ( f x y ) ( + ( + ( f x y ) ( f x y ) ) ( f x y ) ) ) ),unknown,unknown,1187454
3016,( and ( <= ( f x y ) ( f x y ) ) ( < ( f x y ) ( f x y ) ) ),unknown,unknown,1208449
3017,( or ( < ( - y ( f x y ) ) ( f x y ) ) ( > ( f x y ) x ) ),Timeout,Timeout,1236211
3018,( and ( = x ( f x y ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1168152
3019,( and ( = ( + y ( f x y ) ) ( f x y ) ) ( <= ( f x y ) x ) ),unknown,unknown,1152016
3020,( or ( < ( f x y ) ( - ( f x y ) ( + ( - ( f x y ) ( f x y ) ) ( f x y ) ) ) ) ( < y ( f x y ) ) ),Timeout,Timeout,1261527
3021,( or ( < ( + ( - ( f x y ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( >= ( f x y ) ( + y ( f x y ) ) ) ),unknown,unknown,1170866
3022,( or ( >= ( f x y ) y ) ( = ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1177025
3023,( or ( > ( f x y ) ( + ( + ( + ( f x y ) x ) ( f x y ) ) ( f x y ) ) ) ( >= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1176960
3024,( or ( <= ( + ( f x y ) ( - y ( f x y ) ) ) ( f x y ) ) ( < ( f x y ) ( - ( f x y ) ( - ( - ( - y ( f x y ) ) ( f x y ) ) ( f x y ) ) ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1177250
3025,( and ( >= ( - ( f x y ) y ) ( f x y ) ) ( > ( f x y ) ( - x ( f x y ) ) ) ),Timeout,Timeout,1281183
3026,( and ( < ( f x y ) ( f x y ) ) ( >= ( + ( f x y ) ( f x y ) ) ( f x y ) ) ),unknown,unknown,1160692
3027,( or ( = ( - ( f x y ) ( f x y ) ) ( f x y ) ) ( < ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (- x x)),((- x x)),1184217
3028,( and ( = ( - ( f x y ) ( f x y ) ) ( f x y ) ) ( <= ( + ( - ( f x y ) ( - ( f x y ) ( - ( f x y ) y ) ) ) ( f x y ) ) ( f x y ) ) ),unknown,unknown,1208770
3029,( and ( = y ( f x y ) ) ( >= ( + ( - y ( f x y ) ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1168893
3030,( and ( <= y ( f x y ) ) ( >= ( + ( f x y ) x ) ( f x y ) ) ),unknown,unknown,1192537
3031,( or ( > ( - ( + ( f x y ) ( - ( f x y ) ( f x y ) ) ) ( f x y ) ) ( f x y ) ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1154618
3032,( or ( = ( - ( f x y ) ( f x y ) ) ( f x y ) ) ( <= ( f x y ) ( - ( f x y ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int (* x 0)),((* x 0)),1207357
3033,( or ( > ( f x y ) ( - ( + ( f x y ) ( f x y ) ) ( f x y ) ) ) ( < ( f x y ) ( f x y ) ) ),unknown,unknown,1144321
3034,( or ( >= ( f x y ) x ) ( >= ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1156286
3035,( or ( < y ( f x y ) ) ( < ( f x y ) x ) ),Timeout,Timeout,1240974
3036,( or ( > ( f x y ) ( + ( + ( f x y ) ( f x y ) ) ( f x y ) ) ) ( = ( + ( f x y ) ( - ( + y ( f x y ) ) ( f x y ) ) ) ( f x y ) ) ),Timeout,Timeout,1250769
3037,( and ( = ( f x y ) x ) ( <= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1157694
3038,( and ( = ( f x y ) y ) ( < ( f x y ) ( + x ( f x y ) ) ) ),unknown,unknown,1191410
3039,( or ( < x ( f x y ) ) ( <= ( - ( - ( f x y ) ( - ( f x y ) x ) ) ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,1228985
3040,( or ( = y ( f x y ) ) ( >= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1141420
3041,( and ( <= ( f x y ) x ) ( <= ( - ( f x y ) ( - ( f x y ) ( - ( - ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ) ) ( f x y ) ) ),unknown,unknown,1225638
3042,( and ( <= ( f x y ) x ) ( >= ( f x y ) y ) ),unknown,unknown,1161153
3043,( and ( <= ( f x y ) ( + ( f x y ) ( f x y ) ) ) ( > ( - ( f x y ) x ) ( f x y ) ) ),unknown,unknown,1178561
3044,( and ( = ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( >= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (- x x)),((- x x)),1179471
3045,( and ( <= ( + x ( f x y ) ) ( f x y ) ) ( < y ( f x y ) ) ),Timeout,Timeout,1349622
3046,( and ( > ( f x y ) ( + ( f x y ) y ) ) ( >= ( f x y ) ( + ( - ( + ( f x y ) ( + ( f x y ) x ) ) ( f x y ) ) ( f x y ) ) ) ),Timeout,Timeout,1294480
3047,( and ( >= x ( f x y ) ) ( < ( f x y ) ( f x y ) ) ),unknown,unknown,1204099
3048,( and ( <= y ( f x y ) ) ( <= ( f x y ) ( - x ( f x y ) ) ) ),unknown,unknown,1229340
3049,( or ( <= ( f x y ) x ) ( = ( f x y ) ( - ( f x y ) y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1188132
3050,( or ( > x ( f x y ) ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1255112
3051,( or ( < ( f x y ) ( f x y ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1227608
3052,( and ( <= ( f x y ) ( + ( - ( f x y ) x ) ( f x y ) ) ) ( < x ( f x y ) ) ),Timeout,Timeout,1288000
3053,( or ( < ( f x y ) ( - ( - ( + ( f x y ) y ) ( f x y ) ) ( f x y ) ) ) ( = ( - ( f x y ) ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,1269885
3054,( or ( <= ( f x y ) ( f x y ) ) ( <= ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1204785
3055,( and ( > ( f x y ) y ) ( >= ( + ( f x y ) ( + x ( f x y ) ) ) ( f x y ) ) ),Timeout,Timeout,1276851
3056,( or ( < ( f x y ) y ) ( > x ( f x y ) ) ),Timeout,Timeout,1297545
3057,( or ( <= x ( f x y ) ) ( = ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1278187
3058,( or ( < ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( > ( f x y ) ( + y ( f x y ) ) ) ),Timeout,Timeout,1232537
3059,( or ( < ( + ( - ( f x y ) y ) ( f x y ) ) ( f x y ) ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1144364
3060,( and ( = y ( f x y ) ) ( < ( f x y ) x ) ),unknown,unknown,1226333
3061,( and ( = ( + ( - ( f x y ) y ) ( f x y ) ) ( f x y ) ) ( > ( f x y ) y ) ),unknown,unknown,1240256
3062,( or ( <= y ( f x y ) ) ( >= ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1286608
3063,( or ( < ( f x y ) ( - ( f x y ) ( - y ( f x y ) ) ) ) ( < ( f x y ) ( f x y ) ) ),Timeout,Timeout,1320776
3064,( or ( > ( f x y ) ( + y ( f x y ) ) ) ( < ( f x y ) x ) ),Timeout,Timeout,1230887
3065,( or ( <= ( - ( f x y ) y ) ( f x y ) ) ( >= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1174085
3066,( and ( >= ( f x y ) ( - x ( f x y ) ) ) ( > ( f x y ) y ) ),Timeout,Timeout,1546544
3067,( or ( >= ( f x y ) ( f x y ) ) ( < ( - ( + ( - ( f x y ) ( - ( f x y ) y ) ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1516715
3068,( and ( > ( f x y ) x ) ( >= ( - ( f x y ) ( f x y ) ) ( f x y ) ) ),unknown,unknown,1177767
3069,( and ( >= x ( f x y ) ) ( < ( f x y ) ( f x y ) ) ),unknown,unknown,1165089
3070,( or ( = ( f x y ) x ) ( >= ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1266514
3071,( and ( = ( f x y ) ( f x y ) ) ( <= ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1349344
3072,( and ( <= ( f x y ) ( + ( + ( f x y ) ( + ( f x y ) ( - ( f x y ) x ) ) ) ( f x y ) ) ) ( >= ( f x y ) x ) ),Timeout,Timeout,1338245
3073,( or ( <= ( f x y ) ( + ( f x y ) y ) ) ( < ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int (* y 5)),((* y 5)),1258925
3074,( or ( < ( f x y ) ( + ( f x y ) ( + ( + x ( f x y ) ) ( f x y ) ) ) ) ( <= ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1200430
3075,( and ( <= ( f x y ) x ) ( < ( - ( f x y ) ( f x y ) ) ( f x y ) ) ),unknown,unknown,1165631
3076,( and ( >= ( f x y ) ( f x y ) ) ( < ( f x y ) y ) ),Timeout,Timeout,1302749
3077,( and ( = ( - ( f x y ) ( f x y ) ) ( f x y ) ) ( = ( f x y ) ( - x ( f x y ) ) ) ),unknown,unknown,1209205
3078,( or ( >= y ( f x y ) ) ( >= ( - ( + ( f x y ) ( + ( f x y ) x ) ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1199559
3079,( and ( < ( + ( f x y ) x ) ( f x y ) ) ( <= ( f x y ) ( - ( f x y ) ( - ( f x y ) x ) ) ) ),unknown,unknown,1198867
3080,( or ( > ( f x y ) ( f x y ) ) ( <= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1183950
3081,( and ( = ( f x y ) y ) ( < ( - x ( f x y ) ) ( f x y ) ) ),unknown,unknown,1230037
3082,( and ( > ( + ( f x y ) y ) ( f x y ) ) ( > ( + ( + ( - x ( f x y ) ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ),unknown,unknown,1223055
3083,( or ( >= ( + ( - ( f x y ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( <= ( f x y ) ( - x ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1173990
3084,( and ( >= ( + ( + ( f x y ) ( + ( f x y ) x ) ) ( f x y ) ) ( f x y ) ) ( = ( f x y ) ( - ( f x y ) ( f x y ) ) ) ),unknown,unknown,1181918
3085,( or ( > ( f x y ) ( f x y ) ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1178383
3086,( and ( = y ( f x y ) ) ( = ( f x y ) x ) ),unknown,unknown,1199893
3087,( and ( >= ( f x y ) ( - ( + ( + y ( f x y ) ) ( f x y ) ) ( f x y ) ) ) ( > x ( f x y ) ) ),Timeout,Timeout,1235223
3088,( or ( <= ( - ( - ( f x y ) ( + ( f x y ) ( f x y ) ) ) ( f x y ) ) ( f x y ) ) ( = ( f x y ) ( - ( f x y ) ( - ( - y ( f x y ) ) ( f x y ) ) ) ) ),(define-fun f ((x Int) (y Int)) Int 0),(0),1176959
3089,( or ( < ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( < ( f x y ) y ) ),Timeout,Timeout,1317102
3090,( or ( <= x ( f x y ) ) ( = ( - ( f x y ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1495845
3091,( and ( > x ( f x y ) ) ( <= ( + ( f x y ) ( - ( f x y ) ( - ( f x y ) ( - ( f x y ) x ) ) ) ) ( f x y ) ) ),Timeout,Timeout,1437050
3092,( and ( >= ( f x y ) ( f x y ) ) ( >= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1447058
3093,( or ( <= ( + ( f x y ) ( + ( f x y ) ( + ( + x ( f x y ) ) ( f x y ) ) ) ) ( f x y ) ) ( = ( f x y ) ( - ( - ( f x y ) y ) ( f x y ) ) ) ),Timeout,Timeout,1245078
3094,( or ( <= ( f x y ) y ) ( <= ( f x y ) ( - y ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1161332
3095,( or ( < ( f x y ) ( f x y ) ) ( > ( f x y ) y ) ),Timeout,Timeout,1310709
3096,( or ( >= x ( f x y ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1271662
3097,( and ( >= ( f x y ) x ) ( > ( f x y ) ( - y ( f x y ) ) ) ),Timeout,Timeout,1229290
3098,( or ( >= ( f x y ) ( f x y ) ) ( > ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1160137
3099,( or ( >= ( f x y ) ( f x y ) ) ( = x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1170613
3100,( and ( < y ( f x y ) ) ( > ( f x y ) ( - x ( f x y ) ) ) ),Timeout,Timeout,1307433
3101,( or ( >= ( f x y ) ( f x y ) ) ( >= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1240398
3102,( or ( <= ( - ( f x y ) ( - y ( f x y ) ) ) ( f x y ) ) ( <= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1159273
3103,( and ( = ( - ( f x y ) ( + ( - x ( f x y ) ) ( f x y ) ) ) ( f x y ) ) ( = ( f x y ) x ) ),unknown,unknown,1177654
3104,( or ( = ( f x y ) ( f x y ) ) ( = y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1162959
3105,( and ( <= x ( f x y ) ) ( > ( f x y ) ( + ( f x y ) x ) ) ),unknown,unknown,1184879
3106,( and ( < ( f x y ) x ) ( >= y ( f x y ) ) ),Timeout,Timeout,1239724
3107,( or ( < ( f x y ) ( f x y ) ) ( <= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1171524
3108,( or ( = ( f x y ) ( + ( f x y ) ( - ( f x y ) ( f x y ) ) ) ) ( = ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1212163
3109,( or ( < ( f x y ) ( + ( - ( f x y ) ( f x y ) ) ( f x y ) ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1217007
3110,( and ( >= ( f x y ) ( f x y ) ) ( <= ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1190870
3111,( and ( > ( f x y ) ( + ( f x y ) ( + x ( f x y ) ) ) ) ( > ( f x y ) ( + ( f x y ) ( + x ( f x y ) ) ) ) ),Timeout,Timeout,1240567
3112,( and ( <= ( f x y ) ( - y ( f x y ) ) ) ( < ( - ( + y ( f x y ) ) ( f x y ) ) ( f x y ) ) ),unknown,unknown,1207289
3113,( and ( < ( f x y ) ( f x y ) ) ( = ( f x y ) y ) ),unknown,unknown,1279190
3114,( or ( > y ( f x y ) ) ( > ( f x y ) ( + ( f x y ) ( - ( + ( + ( f x y ) ( + ( f x y ) ( + x ( f x y ) ) ) ) ( f x y ) ) ( f x y ) ) ) ) ),Timeout,Timeout,1432323
3115,( and ( >= ( f x y ) ( f x y ) ) ( >= ( f x y ) ( - ( f x y ) y ) ) ),unknown,unknown,1245250
3116,( or ( = y ( f x y ) ) ( > y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1199284
3117,( or ( >= ( - ( f x y ) ( f x y ) ) ( f x y ) ) ( < ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int (* y 0)),((* y 0)),1207579
3118,( or ( >= x ( f x y ) ) ( < ( + ( f x y ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1178090
3119,( and ( >= y ( f x y ) ) ( >= ( f x y ) x ) ),unknown,unknown,1202803
3120,( and ( <= ( f x y ) y ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1172067
3121,( and ( >= ( f x y ) x ) ( > ( + ( f x y ) ( - ( f x y ) ( f x y ) ) ) ( f x y ) ) ),unknown,unknown,1216995
3122,( or ( > ( + ( f x y ) x ) ( f x y ) ) ( = ( f x y ) ( - ( f x y ) ( + y ( f x y ) ) ) ) ),Timeout,Timeout,1250956
3123,( and ( > ( f x y ) y ) ( < ( f x y ) ( f x y ) ) ),unknown,unknown,1148681
3124,( and ( <= ( f x y ) ( f x y ) ) ( < ( f x y ) y ) ),Timeout,Timeout,1229536
3125,( and ( <= ( f x y ) ( + ( f x y ) ( + ( - ( f x y ) ( f x y ) ) ( f x y ) ) ) ) ( > y ( f x y ) ) ),unknown,unknown,1151605
3126,( and ( <= x ( f x y ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1171199
3127,( and ( = ( f x y ) y ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1176701
3128,( or ( >= ( f x y ) y ) ( >= ( + ( + ( f x y ) x ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1171093
3129,( or ( <= ( - ( f x y ) y ) ( f x y ) ) ( <= ( + ( f x y ) ( - ( f x y ) y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1167468
3130,( and ( >= x ( f x y ) ) ( = ( + ( f x y ) ( f x y ) ) ( f x y ) ) ),unknown,unknown,1164999
3131,( and ( = ( + ( - ( f x y ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( < ( f x y ) ( f x y ) ) ),unknown,unknown,1176432
3132,( or ( < x ( f x y ) ) ( >= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1188386
3133,( or ( >= x ( f x y ) ) ( > ( + x ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1178352
3134,( and ( >= ( - x ( f x y ) ) ( f x y ) ) ( = ( f x y ) x ) ),unknown,unknown,1209520
3135,( or ( >= ( f x y ) ( - ( - ( f x y ) y ) ( f x y ) ) ) ( >= ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1182650
3136,( or ( <= ( f x y ) ( + x ( f x y ) ) ) ( < x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (- y y)),((- y y)),1204491
3137,( or ( = ( f x y ) ( + y ( f x y ) ) ) ( >= ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1175907
3138,( or ( >= ( f x y ) ( + ( f x y ) x ) ) ( < ( f x y ) ( + x ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1184562
3139,( and ( <= ( f x y ) ( + ( f x y ) ( + ( f x y ) ( f x y ) ) ) ) ( = x ( f x y ) ) ),unknown,unknown,1158892
3140,( and ( = ( f x y ) ( f x y ) ) ( < ( f x y ) ( f x y ) ) ),unknown,unknown,1187058
3141,( or ( < ( f x y ) ( f x y ) ) ( > x ( f x y ) ) ),Timeout,Timeout,1247435
3142,( and ( <= ( f x y ) x ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1133339
3143,( or ( <= ( f x y ) ( f x y ) ) ( <= ( f x y ) ( - ( f x y ) x ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1174577
3144,( or ( = ( - ( f x y ) ( f x y ) ) ( f x y ) ) ( <= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1193126
3145,( and ( >= x ( f x y ) ) ( = x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1208152
3146,( or ( <= ( f x y ) x ) ( = ( f x y ) ( - ( f x y ) x ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1174201
3147,( or ( = ( + ( + ( f x y ) x ) ( f x y ) ) ( f x y ) ) ( = ( - ( f x y ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (* x 0)),((* x 0)),1223421
3148,( and ( < ( f x y ) ( + ( - ( f x y ) y ) ( f x y ) ) ) ( >= ( f x y ) ( f x y ) ) ),Timeout,Timeout,1259900
3149,( and ( = y ( f x y ) ) ( < ( - ( f x y ) ( f x y ) ) ( f x y ) ) ),unknown,unknown,1157183
3150,( or ( <= ( f x y ) y ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1171428
3151,( or ( = ( f x y ) ( f x y ) ) ( < ( f x y ) ( + y ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1200130
3152,( and ( < x ( f x y ) ) ( >= x ( f x y ) ) ),unknown,unknown,1174176
3153,( and ( > ( f x y ) y ) ( < ( f x y ) x ) ),unknown,unknown,1179491
3154,( and ( > ( f x y ) ( f x y ) ) ( = ( f x y ) y ) ),unknown,unknown,1159475
3155,( and ( <= y ( f x y ) ) ( < ( + y ( f x y ) ) ( f x y ) ) ),unknown,unknown,1179093
3156,( or ( <= y ( f x y ) ) ( <= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1199459
3157,( and ( > ( - ( f x y ) y ) ( f x y ) ) ( = x ( f x y ) ) ),unknown,unknown,1161399
3158,( and ( >= ( + ( - ( f x y ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( > ( f x y ) x ) ),Timeout,Timeout,1236509
3159,( or ( = ( - ( f x y ) x ) ( f x y ) ) ( >= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1147728
3160,( or ( <= ( f x y ) y ) ( > ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1166759
3161,( or ( >= y ( f x y ) ) ( = x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1162297
3162,( or ( >= ( f x y ) ( - ( f x y ) x ) ) ( <= ( - ( f x y ) y ) ( f x y ) ) ),unknown,unknown,1182009
3163,( and ( < ( f x y ) y ) ( >= x ( f x y ) ) ),Timeout,Timeout,1272946
3164,( or ( > ( f x y ) ( f x y ) ) ( >= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1175978
3165,( and ( > ( f x y ) ( f x y ) ) ( >= ( f x y ) ( f x y ) ) ),unknown,unknown,1251828
3166,( and ( = x ( f x y ) ) ( > ( - ( + ( f x y ) ( + ( f x y ) y ) ) ( f x y ) ) ( f x y ) ) ),unknown,unknown,1154213
3167,( or ( <= ( f x y ) y ) ( >= ( + ( f x y ) x ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1170554
3168,( or ( > ( f x y ) y ) ( < y ( f x y ) ) ),Timeout,Timeout,1249605
3169,( or ( = ( f x y ) ( + ( f x y ) ( - ( + ( - ( f x y ) ( - ( f x y ) ( f x y ) ) ) ( f x y ) ) ( f x y ) ) ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1177206
3170,( or ( >= ( f x y ) ( - ( f x y ) ( + ( + y ( f x y ) ) ( f x y ) ) ) ) ( < ( f x y ) x ) ),Timeout,Timeout,1250374
3171,( and ( <= ( f x y ) y ) ( > x ( f x y ) ) ),Timeout,Timeout,1273164
3172,( or ( > y ( f x y ) ) ( < ( - ( f x y ) y ) ( f x y ) ) ),Timeout,Timeout,1224589
3173,( and ( <= ( f x y ) ( f x y ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1148456
3174,( or ( >= ( f x y ) ( - ( f x y ) y ) ) ( >= ( f x y ) ( + x ( f x y ) ) ) ),unknown,unknown,1178255
3175,( or ( = ( f x y ) ( f x y ) ) ( < ( f x y ) ( + ( f x y ) x ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1169298
3176,( and ( > ( f x y ) ( f x y ) ) ( = ( f x y ) ( f x y ) ) ),unknown,unknown,1192794
3177,( and ( <= ( f x y ) ( + ( f x y ) ( + y ( f x y ) ) ) ) ( <= ( f x y ) ( + ( - y ( f x y ) ) ( f x y ) ) ) ),unknown,unknown,1193367
3178,( and ( > ( f x y ) x ) ( >= ( f x y ) ( f x y ) ) ),Timeout,Timeout,1251540
3179,( and ( < ( f x y ) y ) ( = y ( f x y ) ) ),unknown,unknown,1187577
3180,( or ( < ( - ( f x y ) ( f x y ) ) ( f x y ) ) ( > ( f x y ) x ) ),Timeout,Timeout,1246775
3181,( and ( >= ( f x y ) x ) ( > x ( f x y ) ) ),unknown,unknown,1177655
3182,( or ( > ( + x ( f x y ) ) ( f x y ) ) ( <= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1192289
3183,( or ( >= ( + ( f x y ) y ) ( f x y ) ) ( < y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (- y y)),((- y y)),1188045
3184,( and ( >= x ( f x y ) ) ( <= y ( f x y ) ) ),unknown,unknown,1184176
3185,( and ( > ( + y ( f x y ) ) ( f x y ) ) ( = ( f x y ) x ) ),unknown,unknown,1196088
3186,( or ( < ( f x y ) ( - ( f x y ) ( f x y ) ) ) ( < ( f x y ) ( - ( - ( f x y ) x ) ( f x y ) ) ) ),Timeout,Timeout,1251215
3187,( or ( > ( f x y ) x ) ( >= ( f x y ) ( + ( f x y ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int (* y 0)),((* y 0)),1221309
3188,( or ( < ( + ( f x y ) ( + ( + ( + ( f x y ) x ) ( f x y ) ) ( f x y ) ) ) ( f x y ) ) ( >= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1175113
3189,( or ( >= ( f x y ) ( + ( f x y ) ( + ( f x y ) ( + ( - ( f x y ) ( f x y ) ) ( f x y ) ) ) ) ) ( >= ( - ( f x y ) ( - ( f x y ) y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1197513
3190,( or ( >= ( f x y ) ( f x y ) ) ( <= ( + x ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1186023
